news_id,news_title,review_title,rating,num_satisfactory
story_reviews_00192,Can a genetic test really boost your odds of becoming pregnant?,STAT puts $950 DNA-based fertility test under the microscope,5,9
story_reviews_00193,Scientists Edge Closer To Elusive Lab Test For 'Chronic Fatigue Syndrome’,More discussion of study’s limitations needed in NPR’s story on chronic fatigue test,3,6
story_reviews_00194,Is it Alzheimer’s or another dementia form? Why doctors need to distinguish and how they might do so,Do PET scans improve dementia diagnosis? LA Times story overlooks harms of screening,3,5
story_reviews_00195,"Stem cell brain implants could 'slow ageing and extend life', study shows",Stem cell brain implants–what could go wrong? Guardian doesn’t say,4,6
story_reviews_00196,There's a promising new HIV vaccine candidate in the pipeline,Vox says experimental HIV vaccine is ‘promising.’ But is it?,4,7
story_reviews_00197,Beyond The Nasty Needle: Trying To Make Vaccines More Comfy And Convenient,"Needle-free vaccines: NPR’s story is solid effort, but needed more on the medical evidence behind the claims",3,6
story_reviews_00198,A new study suggests it’s possible to get people off opioids and improve their pain,To taper or not to taper off opioids? Vox lays out strengths and weaknesses of new study,5,8
story_reviews_00199,Laser Therapy Shows Promise Against Eye 'Floaters',"Laser treatment for eye ‘floaters’–HealthDay notes small study size, but not cost or risks",3,5
story_reviews_00200,CANCER AND KIDS: IS MEDICAL MARIJUANA THE ANSWER?,Newsweek presents a mostly balanced account of family’s unconventional cancer journey,4,6
story_reviews_00201,New Heart Imaging Method May Predict Heart Attack,"NBC News claims new imaging technique ‘may predict heart attacks,’ but where’s the data?",2,3
story_reviews_00202,First gene therapy — ‘a true living drug’ — on the cusp of FDA approval,"Washington Post wisely notes that CAR T-cell therapy may cost at least $300,000",4,7
story_reviews_00203,"Vaccine shows protection against gonorrhea for first time, study says","Vaccine shows protection against gonorrhea, STAT reports. But what about the costs and potential harms?",4,8
story_reviews_00204,Two big studies bolster the claim that coffee – even decaf – is good for you,“Good for you” or not? Mixed messages in LA Times coverage of coffee studies,4,5
story_reviews_00205,CANCER BREAKTHROUGH: PERSONALIZED MELANOMA VACCINES ‘SAFE AND EFFECTIVE’ IN FIRST HUMAN CLINICAL TRIALS,It’s misleading to call results from phase 1 trials with 6 and 13 patients a ‘cancer breakthrough’,4,7
story_reviews_00206,You’ve Got Mail About Quitting Smoking,U.S. News takes careful look at emailed help for smoking cessation,5,8
story_reviews_00207,Therapy animals are everywhere. Proof that they help is not.,Washington Post deftly examines lack of evidence for a fuzzy area of psychiatry: animal therapy,5,8
story_reviews_00208,Blood test by Britain's Angle detects ovarian cancer in study,Reuters turns unpublished pilot studies into news,2,3
story_reviews_00209,Can an Aspirin a Day Keep a Pregnancy Complication Away?,Preeclampsia and aspirin: HealthDay does solid job covering new study findings,5,7
story_reviews_00210,Here's What You Need To Know About The Female Condom,Buzzfeed offers refreshing candor in explainer piece on female condom,5,10
story_reviews_00211,"To Treat Depression, Try a Digital Therapist",WSJ’s look at digital therapy covers a lot of ground–except potential downsides,4,8
story_reviews_00212,DRUG SHOWS PROMISE AGAINST VISION-ROBBING DISEASE IN SENIORS,It’s still a conflict of interest when a source ‘wasn’t part of the research’ but is a consultant for the drug company,3,6
story_reviews_00213,The Case Against – and for – Arthroscopic Knee Surgery,"Though light on data, U.S. News & World Report story looks at lack of evidence for arthroscopic knee surgery",4,6
story_reviews_00214,New study shows promise of yoga in treating back pain,"CBS News says ‘yoga as good as physical therapy’–OK, but what does ‘good’ mean?",2,3
story_reviews_00215,Acupuncture May Be Effective Painkiller in the ER,"Acupuncture in the ER: No, study did not prove it was ‘safe and effective’",2,3
story_reviews_00216,"Prostate cancer blood test could transform treatment, say scientists","For story on experimental prostate cancer blood test, Guardian leans heavily on news release",1,2
story_reviews_00217,The O-Shot: Incontinence fix or empty promise?,‘O-Shot’ incontinence fix: Inquirer sets out lack of scientific support for procedure,5,8
story_reviews_00218,‘Cool’ New Knee Procedure Eases Arthritis Pain Without Surgery,"Small, unpublished study on new knee pain procedure needed more scrutiny from NBC News",4,7
story_reviews_00219,Tweaking brains with ‘smart drugs’ to get ahead in Silicon Valley,Washington Post’s look at Silicon Valley ‘smart drugs’ needed a stronger shot of skepticism,3,5
story_reviews_00220,It's Snakes to the Rescue for Heart Patients,Speculation overshadows caution in HealthDay’s snake venom-derived blood thinner story,3,6
story_reviews_00221,"NEW VACCINE COULD STOP HEROIN ABUSE BY BLOCKING HIGH, STUDY SUGGESTS","Newsweek says ‘new vaccine could stop heroin abuse’ — in four monkeys, at least",3,5
story_reviews_00222,Does chondroitin trump an anti-inflammatory for arthritic knee pain?,"Strong on context, light on data: Reuters Health story on chondroitin for knee pain",3,6
story_reviews_00223,How Probiotics May Help Depression,TIME takes cautious approach with probiotics and depression study,4,8
story_reviews_00224,Roche's Pricey New Breast-Cancer Combo Barely Beats Old Drug,Bloomberg offers up balanced recap of new breast cancer therapy,5,9
story_reviews_00225,Fast help for men whose prostates won't let them go,Positive anecdotes dominate Philadelphia Inquirer story on ‘UroLift’ for enlarged prostate,3,6
story_reviews_00226, Immunotherapy drug opens a new era of precision medicine for cancer,Immunotherapy’s ‘new era:’  LA Times story overlooks the risks and overstates trial results,2,4
story_reviews_00227,"Cannabidiol slashes seizures in kids with rare epilepsy, study finds",CNN deftly reports on results of trial of cannabis-derived drug for severe epilepsy,5,9
story_reviews_00228,OBESITY CURE? SCIENTISTS DISCOVER ANTIBODY THAT REDUCES BODY FAT IN MICE,"Newsweek speculates about an ‘obesity cure,’ and doesn’t disclose important conflict of interest",2,3
story_reviews_00229,"High blood platelet count 'as good a cancer predictor as a lump in the breast,’",Cautions and caveats help buoy Guardian story on using high platelet count for cancer detection,4,6
story_reviews_00230,Could Cancer Drug Gleevec Help With Severe Asthma?,Could an expensive chemotherapy drug treat severe asthma? It’s too soon to know,4,7
story_reviews_00231,Merck says test shows Keytruda improves survival for bladder cancer patients,Keytruda for bladder cancer: No independent scrutiny of Merck-reported results,3,6
story_reviews_00232,Neurofeedback Could Fight Depression–or Just Empty Your Wallet,Bloomberg story provides clear-eyed view of trendy neurofeedback brain-training clinics,5,9
story_reviews_00233,New Technology May Help Ease Sleep Apnea,How solid is the evidence for an implantable sleep apnea device? NBC’s story doesn’t say,3,4
story_reviews_00234,"For women, baby aspirin may reduce risk of breast cancer","‘Baby aspirin may reduce risk of breast cancer,’ says Washington Post, omitting some major limitations of the study",3,3
story_reviews_00235,Blood Thinners May Prevent Dementia in Atrial Fibrillation Patients,Blood thinners may prevent dementia in atrial fibrillation patients–or they may not,3,5
story_reviews_00236,Microsoft shows off watch that quiets Parkinson's tremors,USA Today story based on one anecdote serves as promotional megaphone for Microsoft,2,3
story_reviews_00237,"Experimental drug reduces thyroid-associated ‘Graves' eyes,’","Except for needing more sources, Reuters Health story on Graves’ disease is well-reported",4,8
story_reviews_00238,CAN MARIJUANA RESTORE MEMORY? NEW STUDY SHOWS CANNABIS CAN REVERSE COGNITIVE DECLINE IN MICE,Marijuana and memory: Newsweek writes about mouse research–but is at least upfront about it,4,5
story_reviews_00239,Spit Test May Reveal The Severity Of A Child's Concussion,"NPR suggests experimental concussion ‘spit test’ can improve care, but that’s not what researchers looked at",3,6
story_reviews_00240,Arthritis Drug Shows Promise for Ulcerative Colitis,A pat on the back to HealthDay for thorough report on ulcerative colitis drug,5,9
story_reviews_00241,"One Day, a Machine Will Smell Whether You’re Sick",Potential cancer-detecting breath test gets breathless write-up in New York Times,2,4
story_reviews_00242,Therapy ‘has long-term benefits for mothers with depression’,"Interesting postpartum depression study results reported in the Guardian, but have they actually been published?",2,3
story_reviews_00243,"In small Alzheimer’s study, hints of modest benefit from unusual drug",STAT’s cautious story provides interesting insights into challenges of Alzheimer’s research,5,8
story_reviews_00244,Novel therapy for rare eye cancer holds promise for targeting other tumors,"‘Game-changer, Holy Grail, groundbreaking’ used in Philly Inquirer story on phase 1 trial",3,5
story_reviews_00245,Treating Vulvo-Vaginal Atrophy,Informative journalism or promotional puff piece? U.S News & World Report story blurs the line,2,3
story_reviews_00246,New Procedure Looks Promising for Men With Enlarged Prostates,WSJ story on prostate procedure: No independent sources were quoted,3,6
story_reviews_00247,Researchers use frog mucus to fight the flu,CNN avoids slimy claims about using frog peptides to kill flu viruses,5,7
story_reviews_00248,"‘Pacemaker’ for the Brain Can Help Memory, Study Finds","No, a ‘pacemaker’ for the brain can’t help memory (yet)",3,5
story_reviews_00249,FDA Approves Vagus Nerve Stimulator to Treat Cluster Headaches,NBC’s single source report on device for treating cluster headaches lacks balance,2,4
story_reviews_00250,Botox tested to help treat depression and social anxiety,CBS’s anecdotal story on botox for major depression omits major conflicts of interest,2,3
story_reviews_00251,TRANS FATS BAN LINKED WITH FEWER NY HEART ATTACKS & STROKES,"AP story on trans fats ban: Strong on sourcing, but left out key detail about study findings",5,7
story_reviews_00252,Hospitalizations drop where laws restrict trans fats,‘That finding could be due to chance:’ Reuters Health uses caution to explain study on trans fats ban,5,7
story_reviews_00254,Facial-recognition software finds a new use: diagnosing genetic disorders,Facial-recognition software for diagnosing genetic disorders: STAT leaves too many questions unanswered,2,4
story_reviews_00255,Can Stem Cell 'Patch' Help Heart Failure?,"Stem cell ‘patch’ for heart failure: HealthDay cautions readers about small study size, lack of control group",3,6
story_reviews_00256,Should you walk or run for exercise? Here's what the science says.,Walk or run for exercise? Vox provides informative look at risks and benefits of both,5,6
story_reviews_00257,"Low-dose aspirin can reduce risk of death from cancer, research says","CNN claims aspirin can reduce cancer death risk, falling into observational study trap",2,3
story_reviews_00258,Promising new lymphoma treatment gets fast-tracked by FDA,"‘Promising’ new lymphoma treatment gets superficial, one-sided coverage by CBS",2,4
story_reviews_00259,MOOD-BOOSTING MAGNETS MIGHT HELP TREAT DEPRESSION,Big gaps in reporting plus misleading statements mar Newsweek’s fluffy look at magnets for depression,2,4
story_reviews_00260,New Eczema Drug Dupixent wins FDA Approval,Lack of independent sources weaken NBC’s look at pricey eczema drug,4,8
story_reviews_00261,Training Your Brain So That You Don’t Need Reading Glasses,Throw away your reading glasses? Informative Times report on ‘brain-training’ for vision doesn’t quite back up the headline,5,8
story_reviews_00262,This Tiny Device Is a ‘Game Changer’ for People Facing Blindness,NBC calls rodent retina research ‘game changer’ for vision loss in people,3,6
story_reviews_00263,Researchers just uncovered a simple way to help combat the opioid epidemic,Vox touts ‘simple way to help combat opioid epidemic’ that is anything but simple,2,4
story_reviews_00264,Sperm problems? Smartphone device could screen for infertility,CBS News speculates about what at-home sperm-checking device ‘could’ do,2,3
story_reviews_00265,"Web-based counseling reduces blood pressure, according to a new study",Online counseling for high blood pressure: Washington Post wisely includes caveats,4,5
story_reviews_00266,Pop a Pill for Heartburn? Try Diet and Exercise Instead,NY Times’s look at non-drug heartburn treatments may leave readers confused,2,2
story_reviews_00267,Having Heart Surgery? Don’t Stop Your Statins,"‘Don’t stop your statins,’ urges New York Times blog post that’s only four short paragraphs",3,4
story_reviews_00268,These VR Systems Help Treat Veterans Recovering From PTSD,"Bloomberg paints rosy picture of virtual reality for PTSD, glossing over the hard evidence",2,3
story_reviews_00269,Forget cribs. A cardboard box may be the safest place for your baby to sleep,AP’s evidence-free story on ‘baby box’ giveaway suggests company had an inventive marketing success,3,4
story_reviews_00270,"Quality Of Life Following Heart CT Scan May Be Linked To Results, Study Suggests",Reuters Health lays out pros and cons of high resolution screening for heart patients; skimps on study limitations,2,4
story_reviews_00271,The Sound of 'Pink Noise' Improves Sleep and Memory,TIME’s ‘pink noise’ sleep machine story gives too-rosy account of benefits,3,5
story_reviews_00272,Eating More — Or Less — Of 10 Foods May Cut Risk Of Early Death,Can these 10 foods really ‘cut risk of early death’? NPR overstates the evidence,4,6
story_reviews_00273,"High-intensity interval training may have anti-aging benefits, study finds","ABC News extrapolates wildly, misleads readers by claiming high intensity exercise ‘could be secret to staying young’",2,2
story_reviews_00274,Mild electric shocks on the arm might help ease migraine pain,Reuters Health carefully hedges results of study on mild shocks for migraines,4,7
story_reviews_00275,Excess brain fluid may predict autism in high-risk babies,Well-sourced Today.com story doesn’t oversell findings of study on MRIs for early autism detection,3,6
story_reviews_00276,GENE THERAPY TO FIGHT A BLOOD CANCER SUCCEEDS IN MAJOR STUDY,AP doesn’t sugar coat harms of CAR-T therapy for lymphoma,3,7
story_reviews_00277,A Medicine That Blunts The Buzz Of Alcohol Can Help Drinkers Cut Back,"Strong overall, NPR story on naltrexone for alcohol use disorder needed some numbers to describe benefits",3,6
story_reviews_00278,New Drugs May Stop Migraines Before They Start,Heavy on anecdote and light on evidence: NBC News’s story on experimental migraine drug,3,4
story_reviews_00279,Vitamin IVs promise to erase jet lag and clear your mind. Where’s the evidence?,Vitamins delivered via IV: STAT wisely asks ‘where’s the evidence?’,5,8
story_reviews_00280,Scientists mix friendly bacteria into lotions to ward off bad germs,A ‘microbiome’ skin lotion tested on 5 people gets little scrutiny by AP,3,5
story_reviews_00281,Major study finds testosterone therapy is no fountain of youth,Philadelphia Inquirer is clear about the underwhelming benefits of testosterone therapy in older men,5,8
story_reviews_00282,Stem Cell Transplants May Help Some With Multiple Sclerosis,HealthDay’s story on stem cells for aggressive MS is upfront about death risk,3,6
story_reviews_00283,How a New Psoriasis Drug Is Different From Others,TIME is upfront about new psoriasis drug’s black box warning for suicidal behavior risk,4,8
story_reviews_00284,"For the Blind, an Actual-Reality Headset","In story on vision-improving headset, WSJ left most important detail in the dark",3,6
story_reviews_00285,"Common weed could help fight deadly superbug, study finds",Invasive weed kills superbugs? All we know is it might work in mice,2,4
story_reviews_00286,Why Weight Loss Surgery Works When Diets Don’t,‘The most effective intervention we have:’ NY Times glosses over risks of bariatric surgery,3,4
story_reviews_00287,"Blood test might make Parkinson's diagnosis easier, study says","In story on experimental blood test, CNN goes where few dare–the test’s sensitivity and specificity",4,7
story_reviews_00288,"This App Says It’s As Good As The Pill At Preventing Pregnancy, But Experts Want More Evidence",An app a day keeps pregnancy away? BuzzFeed’s informative look at Natural Cycles app gets a gold star,5,9
story_reviews_00289,Low-FODMAP diet catches on among people with digestive misery,USA Today story on ‘FODMAP’ diet for tummy troubles gives readers plenty to bite on,4,8
story_reviews_00290,Hormone Blockers Can Prolong Life if Prostate Cancer Recurs,NY Times deftly describes findings of study on using hormone blockers for prostate cancer recurrence,4,8
story_reviews_00291,Old drug gets new trick for prostate cancer treatment,"STAT said drug ‘halved’ prostate cancer deaths, but that’s not the full picture",3,6
story_reviews_00292,Amgen cholesterol drug succeeds in cutting serious heart problems: study,Journalism or marketing? Reuters promotes results of drug study no one has seen yet,3,5
story_reviews_00293,Can Breath Test Detect Stomach Cancers Earlier?,"Can a breath test detect stomach cancers? HealthDay story has notes of caution, but also veers into speculation",2,3
story_reviews_00294,Alternative medicine might help treat premature ejaculation,Reuters Health provides balanced look at alternative remedies for premature ejaculation,4,8
story_reviews_00295,"Fecal transplants may help children with autism, researchers claim",No original reporting: Fox News story rehashes news release for story on autism and fecal transplants,2,3
story_reviews_00296,'Ablation' Procedure Helps 3 out of 4 Patients With Irregular Heartbeat,"HealthDay’s story on ablation for atrial fibrillation: wisely cautious, but needed more on study limitations",3,5
story_reviews_00297,"Kangaroo Care Helps Preemies And Full Term Babies, Too",NPR story on kangaroo care for newborns left us feeling fussy,3,5
story_reviews_00298,Research shows you really can lose weight — by combining diet AND exercise AND counseling,Philadelphia Inquirer reports clearly on obesity treatments but skimps on research details,3,6
story_reviews_00299,Should More Kids Have Their Tonsils Out?,Are tonsillectomy guidelines too strict? HealthDay’s too-sharp angle goes beyond what studies found,3,6
story_reviews_00300,Good news for people who love spicy food,CBS barely dodges observational study trap with hot chili pepper story,3,5
story_reviews_00301,How Your Morning Coffee Might Slow Down Aging,‘Coffee might slow down aging?’ That’s a stretch,1,1
story_reviews_00302,"Weekend workouts can benefit health as much as a week of exercise, say researchers",Guardian’s look at weekend warrior study: Why no mention of (plentiful) limitations?,4,6
story_reviews_00303,‘WEEKEND WARRIOR’ WORKOUTS ARE BENEFICIAL AS JUST 20 MINUTES OF EXERCISE A DAY,Newsweek confuses association with causation in ‘weekend warrior’ exercise story,4,6
story_reviews_00304,Bystander CPR may boost survival odds when ambulance delayed,Reuters Health succinctly and accurately summarizes study looking at bystander CPR and survivor rates,5,8
story_reviews_00305,Can Lumbar Support Devices Relieve Lower Back Pain?,Medical evidence for lumbar support runs counter to claims made in U.S. News & World Report story,3,6
story_reviews_00306,CAR-T therapy makes early inroads in treating brain cancer,"By including independent viewpoints, STAT takes a more measured approach to coverage of brain cancer immunotherapy",4,7
story_reviews_00307,Experimental Brain Cancer Treatment Is a Success,"With no independent sources, TIME oversells brain cancer treatment",3,6
story_reviews_00308,Taking Fish Oil During Pregnancy Is Found to Lower Child’s Asthma Risk,"Bravo, New York Times, for using absolute risk reduction numbers in story on fish oil for asthma",4,7
story_reviews_00309,Heart Failure Drug Shows Promise in First Human Trial,Experimental heart failure drug: By how much did it help? HealthDay story doesn’t say,4,7
story_reviews_00310,Short Course of Antibiotics Not Best for Kids' Ear Infections,HealthDay story on antibiotics for ear infections is less informative than the news release,1,2
story_reviews_00311,Laser therapy with deep-sea drug kills prostate cancer in trial,Reuters rehashes news release in story on deep-sea laser treatment for prostate cancer,1,2
story_reviews_00312,Starting school later might really help sleep-deprived teens,"Vox notes limitations of meta-analysis on starting school later, albeit not until end of story",4,8
story_reviews_00313,Melanoma survivors' friends can help spot new moles,Reuters Health briefly but aptly reports survey findings of partner-assisted skin exams for melanoma survivors,4,6
story_reviews_00314,Never Too Old to Be an Organ Donor,Off the mark and too short: NYT blog post on older kidney donors,2,3
story_reviews_00315,Cuddling Preemies Kangaroo Style Helps Into Adulthood,NBC’s look at kangaroo care 20 years later: No mention of important research limitations,3,5
story_reviews_00316,Pets Help People Manage The Pain Of Serious Mental Illness,Anecdotes outweigh evidence discussion in NPR’s report on pets and severe mental illness,3,4
story_reviews_00317,Why Biogen is breathing a sigh of relief with the latest Alzheimer’s data,Solid but single-sourced: STAT’s coverage of Alzheimer’s drugs needed an independent voice,4,6
story_reviews_00318,How optimism may help you live longer,Optimism and longevity: Absolute rates of death risk would have improved CBS story,3,4
story_reviews_00319,Strobe lighting provides a flicker of hope in the fight against Alzheimer’s,Guardian’s story on strobe lights: Mouse research on Alzheimer’s again finds its way to mainstream audience,2,3
story_reviews_00320,Exercise May Be the Key to Better Sperm,Exercise leads to ‘better’ sperm? TIME story doesn’t tell us by how much,4,5
story_reviews_00321,Driving home from night shift may be safer with light therapy,Reuters Health story on light therapy for drivers is a shining example of solid medical journalism,5,6
story_reviews_00322,Ingredient in magic mushrooms is shown to ease anxiety and depression in cancer patients in one dose,LA Times strikes the right balance by reporting evenly on both harms and benefits of ‘magic mushrooms’ for cancer patients,4,7
story_reviews_00323,Allergy treatments enter a new era — with a focus on stopping reactions before they start,STAT’s roundup of allergy treatment research needed discussion of costs,4,7
story_reviews_00324,SWEAT IT OUT! SKIN PATCH AIMS TO TEST SWEAT FOR HEALTH,AP story on skin patch sweat monitor may make readers wonder: News or marketing?,2,3
story_reviews_00325,Can’t Get to Sleep? Lay Off the Drugs,Thorough WSJ report on insomnia treatments would have benefited from cost comparison,4,8
story_reviews_00326,Older Patients Can Benefit From Lung Cancer Surgery,"NPR story says older patients ‘can benefit’ from lung cancer surgery, but study didn’t show that",2,4
story_reviews_00327,Amgen’s Repatha Unclogs Arteries in Good Sign for Future Sales,Bloomberg’s conflicted sources ‘love’ new cholesterol drugs — readers need to know about financial relationships with pharma,3,6
story_reviews_00328,"PRISONS FIGHT OPIOIDS WITH $1,000 INJECTION: DOES IT WORK?",Thorough and well-done: AP story on Vivitrol injections for inmates with opioid use disorder,5,8
story_reviews_00329,New statin guidelines: Everyone 40 and older should be considered for the drug therapy,New statin guidelines: WaPo story wisely mentions ongoing debate about their overuse,3,4
story_reviews_00330,Simple mineral could be cure for complex disease,Zinc for stomach problems: Philly.com story only quoted people with a financial stake in supplements,3,5
story_reviews_00331,Scientists develop new type of HIV test on a USB stick,Reuters–along with many other news sites–parrots erroneous news release on HIV testing via USB stick,2,4
story_reviews_00332,Breathe. Exhale. Repeat: The benefits of controlled breathing,NYT Well blog post overstates the proven benefits of controlled breathing,2,3
story_reviews_00333,Hospitals Fast-Track Treatments for Hip Fractures,Fast-track treatment for hip fractures: WSJ story needed some figures to back up the claims,3,5
story_reviews_00334,Calcium supplements and your heart: Researchers send mixed messages,USA Today gives solid overview on uncertainties around calcium supplements and heart health,4,7
story_reviews_00335,Balloon-in-a-pill helped obese patients lose weight,Gastric balloon for weight loss: HealthDay avoids hot air by balancing PR spin with skepticism from independent sources,4,8
story_reviews_00336,Bloodsucking parasitic hookworms could help make millions of people healthier,Hookworms for asthma: Washington Post oversells preliminary research,2,3
story_reviews_00337,"Testing cholesterol in toddlers, even younger? Study says it could help",Testing cholesterol in toddlers: AP story says it ‘could help’ but study didn’t show that,4,6
story_reviews_00338,Study offers potential breakthrough in care of children with autism,Guardian calls statistically insignificant study results a ‘breakthrough’ in care of children with autism,3,5
story_reviews_00339,Mail-Order Tests Check Cells for Signs of Early Aging,WSJ story wisely includes lots of caveats on mail-order telomere tests,3,6
story_reviews_00340,Fighting genetic disease with help from HIV virus,CBS’s look at a preliminary trial using gene therapy needed more on downsides and unknowns,2,4
story_reviews_00341,APP HELPS SAVE SEATTLE CARDIAC PATIENT,PulsePoint app for cardiac arrest: AP story left us with more questions than answers,4,5
story_reviews_00342,How Omega 3 Fats May Improve Fertility,Here we go again: TIME writes about preliminary mouse research,2,3
story_reviews_00343,Anti-inflammatory drugs might someday treat depression,"Are expensive, potent anti-inflammatory drugs a future option for depression? CNN’s story needed more scrutiny of evidence",3,5
story_reviews_00344,Brain Implant Restores Sense Of Touch To Paralyzed Man,NPR falls into the anecdotal trap with story on robotic arm for paralyzed man,3,6
story_reviews_00345,Powerful MS Drug Used Early May Reverse Some Disability,Potential conflicts of interest abound in HealthDay’s look at Lemtrada for early stages of MS,3,5
story_reviews_00346,The race to create a new class of ovarian cancer drugs heats up,PARP inhibitors: STAT’s look at new ovarian cancer drugs should have established why we need more on the market,3,5
story_reviews_00347,"New day' in lung cancer as Merck drug shines, works with chemo",Reuters’ ‘New day in lung cancer’ presents overly rosy picture of Keytruda,3,5
story_reviews_00348,Botox Works As Well As Nerve Stimulator for Incontinence - Study,NBC story on severe incontinence study lacked independent sources,3,6
story_reviews_00349, This 8-year-old is free of cancer — for now — after a ‘breakthrough’ treatment,Experimental immunotherapy for kids with leukemia gets balanced coverage by Washington Post,5,9
story_reviews_00350,Marisa Tomei opens up about her struggle with chronic dry eye,Classic disease-mongering: Fox News story on Marisa Tomei’s struggle with chronic dry eye,1,1
story_reviews_00351,New Drug for Severe Eczema Is Successful in 2 New Trials,NY Times gives little scrutiny to industry-funded eczema drug studies,3,6
story_reviews_00352,How to heal head injuries? Try new app,Inquirer overstates findings of pilot study on app for post-concussion monitoring,3,3
story_reviews_00353,"Walking Fends Off Disability, And It's Not Too Late To Start",Benefits of walking for older adults: NPR story missed a cautionary detail,4,5
story_reviews_00354,"Blood Clot Removal Could Help More Stroke Victims, Study Finds","ABC story on stroke surgery: More needed on costs, harms, conflicts of interest",3,5
story_reviews_00355,The drug industry might finally have an answer for migraines,STAT’s look at migraine drugs in development skimmed over key research details,2,4
story_reviews_00356,New Nuclear-Imaging Tests Show Promise in Locating Cancer,WSJ story on new nuclear-imaging tests: What about the data?,3,5
story_reviews_00357,"More Breast Cancer Patients Should Consider Radiation, New Guidelines Say","New radiation guidelines for breast cancer: There’s ‘enough’ evidence, HealthDay story states, skirting specifics",4,6
story_reviews_00358,Babies Should Eat Eggs and Peanuts Early to Avoid Food Allergies,TIME’s story on infants and food allergy risks overstates research findings,2,2
story_reviews_00359,Study shines a light on low winter-time male libido,Reuters mostly rehashes a news release for story on light box therapy for low-male libido,2,3
story_reviews_00360,New inhaler protects lungs against effects of air pollution,The Guardian’s look at an inhaler to protect lungs from air pollution borders on puffery,3,6
story_reviews_00361,No More Readers? New Implant May Help Aging Eyes,Surgery instead of reading glasses? NBC’s look at new implant leaned hard on one patient anecdote,3,5
story_reviews_00362,New Ways to Fight Super Lice,Battling ‘super lice:’ WSJ story provides solid overview on the treatment options,5,9
story_reviews_00363,MICHIGAN ATHLETIC GROUP SAYS CONCUSSION PROGRAM WORKS,AP’s look at baseline concussion testing for student athletes lacked critical eye,3,5
story_reviews_00364,You Asked: Are Infrared Saunas Healthy?,Benefits of infrared saunas: TIME story needed to turn up the heat,2,4
story_reviews_00365,"There’s new hope for blood cancers, and it comes from umbilical cords",Washington Post story on cord blood transplants for cancer: Too many anecdotes and not enough evidence,2,3
story_reviews_00366,The water workout trend health experts are gushing over,CBS story on water-based physical therapy stays in the shallow end,2,4
story_reviews_00367,Weight-Loss Surgery Sheds Pounds Long Term,HealthDay does a good job reporting on study of long-term weight loss after bariatric surgery,4,7
story_reviews_00368,Test Of Experimental Alzheimer's Drug Finds Progress Against Brain Plaques,"Unlike many other news sites, NPR resists overstating results of Alzheimer’s study",4,6
story_reviews_00369,Rethinking the Use of Hormones to Ease Menopause Symptoms,Hormone replacement for menopause: Times’s attempt to clarify may confuse further,2,3
story_reviews_00370,CAN BLOOD TESTS DETECT SCHIZOPHRENIA AND OTHER MENTAL ILLNESSES?,"Well-written, Newsweek’s look at blood tests for mental illnesses needed more hard data",3,5
story_reviews_00371,Hospitals Try Giving Patients a Dose of VR,Bloomberg’s story on virtual reality for pain control was a little too rosy,4,7
story_reviews_00372,New treatment offers some hope for an unshakable tremor,Powerful patient video anecdote in STAT’s story overshadows realities of new treatment for essential tremor,4,7
story_reviews_00373,"How often should you get a mammogram? It depends on whether you have dense breast tissue, experts say",Breast density and mammograms: LA Times story leans hard on news release,3,4
story_reviews_00374,What is melatonin and can it help me sleep?,A pat on the back to Vox for excellent reporting on melatonin,5,9
story_reviews_00375,Medicating Children With ADHD Keeps Them Safer,"Medicating kids with ADHD keeps them safer? Not so fast, Wall Street Journal",3,3
story_reviews_00376,Injected Drug May Help Fight Osteoporosis in Women,HealthDay story misleads by making osteoporosis study sound like it compared two drugs,4,7
story_reviews_00377,Could worms in your gut cure your allergies?,When worms are the clickbait: NPR story confuses more than informs,3,5
story_reviews_00378,"Lithium should be more widely used for bipolar disorder, researchers say",Guardian’s reporting on side effects of drugs for bipolar disorder hits many key points,4,8
story_reviews_00379,"Period Pain Drug Can Cure Alzheimer’s Disease, New Study Suggests",‘Alzheimer’s disease can be fully cured:’ Medical Daily story is a forehead-slapper,2,4
story_reviews_00380,Striking' Results from Early Zika Vaccine Trial,NBC says Zika vaccine trial has ‘striking results’ but it hasn’t even been tested in people yet,3,5
story_reviews_00381,Novartis asthma pill shows promise in small trial,"In just a few short paragraphs, Reuters story covers a lot of ground on asthma pill",4,7
story_reviews_00382,New Asthma Treatment: Pill Makes Huge Difference In Patients With Severe Symptoms,‘Game changer’ finds it way into poorly reported story on asthma pill still in development,1,1
story_reviews_00383,You Could Skip Your Colonoscopy If You’re Willing To Collect Your Poop,Excellent job by FiveThirtyEight on why at-home colon cancer tests are a good screening option,5,10
story_reviews_00384,Fish Oil Has Benefits After a Heart Attack: Study,"Fish oil after a heart attack: TIME misses the mark by leaving out harms, study limitations",3,5
story_reviews_00385,She found relief for PTSD with a different kind of therapy. But does it work?,Washington Post story on PTSD treatment ignores evidence in favor of detailed patient anecdote,3,6
story_reviews_00386,"To reverse damage of sitting, take a brisk, hour-long walk",Can exercise ‘undo’ sedentary harms? AP story makes observational data sound definitive,4,5
story_reviews_00387,Allergy sufferers find relief in immunotherapy toothpaste,Allergy-fighting toothpaste? Yet another single-source Fox News story that reads like sponsored content,2,4
